1NO0000001	-----사건 번호 45602-----[CRLF]
1NO4000041	모든 직원들께서는 외화를 환전하려고 하는 고객들에게 특히 주의해 주시기 바랍니다. 중국 원화 지폐를 소지한 사람을 특별 경계하라는 행정안전부의 지침이 내려와 있습니다. 이러한 고객과 마주할 경우 무음 경보 장치의 스위치를 누르고, 고객이 의심하지 않도록 자연스럽게 시간을 끌도록 하십시오.[CRLF]
1NO4000042	근무 교대 기록 77년 10월 18일
1NO4000043	________________________
1NO4000044	오늘 전산으로 수차례 대규모 송금이 있었습니다. 우리 쪽에서 오전 중에 연방 수사국에 통보하겠습니다.[CRLF]
1NO4000045	그 쪽에서는 현찰을 대량으로 준비해야 할 겁니다. 지불 기일이 다가오고 있으니까요.[CRLF]
1NO4000046	대여 금고실에 설치된 음성 작동식 자물쇠에 대한 불만이 또 나왔습니다. 도로시가 베른씨의 유언장을 꺼내려고 갔는데, 금고를 열 수가 없었던 겁니다. 베른씨의 목소리만 인증이 되게끔 되어 있었거든요. 해결하려면 좀 시간이 걸리겠지만, 일단 도로시에게 집에 가서 홀로테이프를 찾아 보라고 했습니다. 베른 씨가 말하는 부분이 있는 테이프를 말입니다. 그걸 가져와서 틀면 자물쇠를 열 수 있을 겁니다. 운이 좋으면 말이죠.[CRLF]
1NO4000047	특수색안경 장착 하 입력 순서:[CRLF][CRLF] 1_3_2_3_4_4_2[CRLF]
1NO4000048	특수색안경 장착 하 입력 순서:[CRLF][CRLF]
1NO4000049	새로운 전염병과 당신
1NO4000050	저작권 및 배포권은 대통령 주재 적합성 프로그램 2059에 있습니다.[CRLF]
1NO4000051	징조를 아십시오!
1NO4000052	신종 전염병에 걸린 사람을 확인하여 나와 내 이웃을 지킵시다. 증세는 보통 아래와 같습니다.
1NO4000053	* 지나치게 많이 흐르는 땀
1NO4000054	* 원인을 알 수 없는 멍/종기
1NO4000055	* 대량의 외부 출혈
1NO4000056	* 사회주의 같은 신종 사상들[CRLF]
1NO4000057	만일 위와 같은 증세를 하나라도 보이거나 입에 담는 사람과 접촉했다고 생각되면 확인 격리 신고 을 떠올리십시오.[CRLF]
1NO4000058	확인 - 증상을 확인하십시오.
1NO4000059	 주변에 전문 의료인이나 전담 공무원이 없다면 환자에게 다가가십시오. 다가가서 환자가 신종 전염병 증세를 보이는지 확인하십시오.[CRLF]
1NO4000060	격리 - 격리하십시오!
1NO4000061	 신종 전염병은 악성 전염병입니다. 일단 신종 전염병에 걸린 환자로 추측되면, 당신 자신과 그 환자를 다른 사람들로부터 격리해야 합니다.[CRLF]
1NO4000062	신고 - 신고하십시오!
1NO4000063	 가장 가까운 연방 적성 등록소나 보건소에 신고하십시오. 그 후 전문가의 도움을 받으십시오.[CRLF]
1NO4000065	신종 전염병이 "사회적 질병"? 이것은 신종 전염병이 지독한 전염성을 가지고 있어서 아래와 같은 사회 활동에서 쉽게 감염될 수 있다는 뜻입니다.
1NO4000066	* 아이스크림 협회들
1NO4000067	* 중심가 질주 모임
1NO4000068	* 이성 및 동성 난교 협회
1NO4000069	* 전시회/축제 찾아다니기 모임 [CRLF]
1NO4000070	따라서, 사회적 질병을 막는 가장 좋은 방법은? 집에서 독서를 즐기는 건 어떨까요? 집에서 요리한 식사를 맛보는 것도 좋습니다. 다른 사람과의 접촉을 최소화하는 것이 최고의 방법이며, 신종 전염병 감염을 막는 더욱 확실한 방법입니다.[CRLF]
1NO4000071	등록하세요!
1NO4000072	정부가 신종 전염병이나 다른 생물학적 위험으로부터 여러분을 지켜줄 수 있다는 사실, 알고 계십니까? 사실입니다. 연방 적성 등록소에 오시기만 하면 됩니다. 친절한 연방 공무원들이 옆에서 샘플을 조금 채취한 후 국립 등록부에 등록해 드릴 것입니다. [CRLF]
1NO4000073	연방 등록 프로그램에 등록하시면 전문 의사들이 여러분의 병력과 건강 상태를 최신 정보로 유지해 드립니다. 그 뿐만이 아닙니다. 유익한 검진 프로그램에 참가하시면 원기충전 식품, 또는 국내 관광지에서 보내는 낭만적인 휴가 여행을 제공해 드립니다.[CRLF]
1NO4000074	지역 주민들의 의료 및 사회적 요구량을 평가하시오. 보건 주의 경보를 전파하고, 지역민이 원하는 기초 지원을 제공하시오. 연방 피트니스 등기 사무소 프로그램을 지원하시오.[CRLF]
1NO4000075	자원봉사자들은 정부와 민간 모두 시행하는 "선택적 선행" 프로그램의 기준을 반드시 항상 준수해야 합니다.[CRLF]
1NO4000076	자원봉사자들이 탄 첫번째 차편이 오늘 도착했다; 연방 정부의 참여가 부담스럽다. 등록 프로그램은 대충 여기 어디쯤에서 시행중인 것 같다. 그들이 쓰다 버린 비품들이 좀 있는데, 죄다 내가 보관 및 사용 품목에서 제외하라고 지시받은 것들이다. 기초 항생제하고 위생용품을 얼마간 손에 넣었다. 그리고 신종 전염병에 관한 경고 팸플릿 몇 박스도 함께. 일에 쓸 공구가 많지 않았기에, 일단 모텔에서 쉴 수 있었다. 나는 이제부터 빅토리아와 함께 복지 센터를 짓는 일에 주력해야 한다. 나머지 자원봉사자들이 공동체에 합류하여 이곳 상황에 공감하는 동안 말이다.[CRLF]
1NO4000077	복지센터 지으라고 정해준 위치가 아주 웃기는 곳이다. 다닥다닥 붙여 지은 데다 그나마도 짓다 말아서 이건 언제 무너져 내려도 이상하지 않을 지경이기 때문이다. 부동산 회사는 거의 쓸모가 없었다. 난 야외용 물품을 좀 보내달라는 요청서를 보냈다. 그래야 야외 센터를 지을 수 있고, 지금 상황을 좀 더 개선시킬 수 있을 테니까. 우리 쪽 자원봉사자들에 따르면 상당 구역에 기본 생활시설이 설치되지 않았다고 한다. 조만간 기초 백신용 약품과 위생시설 물품도 요청해야 할 모양이다. 오늘자 구매 요청서에 이런 내용을 추가했다. 하지만 이곳에서 접수한 물품들도 충분하다는 생각은 전혀 들지 않는다. 지금보다 더, 훨씬 더 많은 물품을 요청해야 할 듯 싶다.[CRLF]
1NO4000078	오늘 복지 센터 건립의 첫 삽을 떴다. 순조롭지...가 않다. 포인트 룩아웃 중심지에서 온 인원 대다수는 도심지 센터에서 온 사람들, 즉 상당수가 계약으로 온 건설 인부들이다. 지역 사업을 지원하는 부서 쪽은 건설 프로젝트와 연결된 인간들로 바글거리고 있다. 우린 어려운 사람들 돕자고 여기 온 거지, 쑥대밭을 만들자고 온 게 아니다. 그런데 저 인간들은 마을에 들어가 볼 생각조차 하지 않는다. 우리의 분투에 대한 재평가가 필요한 시점이다. 지역민들은 실망한 눈치다. 창의력을 발휘해야 한다.[CRLF]
1NO4000079	오늘 빅토리아가 심하게 다쳤다. 빅토리아는 보급품 트럭을 타고 강 너머 방주와 비둘기 대성당으로 갔었다. 우리가 도우려는 지역민 대부분이 습지대에서 살고 있는데 그들은 원시적인 거처에서 지내고 있다. 대성당에서는 가장 가까운 관공서에서 그 지역을 맡아달라고 요청했었다. 자세한 내용을 말할 만큼 빅토리아의 상태가 좋은 건 아니지만, 들리는 말이 그녀가 도착했을 때 주변에 아무도 없었다고 한다. 그래서 늪지를 통과해 인근의 다른 오두막에서 지역민에게 사정 이야기를 들으려 했던 것이다. 구급대원이 빅토리아의 머리 뒤쪽에 난 상처를 살피고 있다. 상태는 양호하지만 두개골에 골절상이 있는 모양이다. 빅토리아는 정신을 잃은 이후의 일을 전혀 기억하지 못한다. 빅토리아의 사물, 의료 물품 모두 그대로 있었다. 하지만 난 경계 측면에서 뭔가 문제가 있다는 생각을 떨칠 수 없었던 탓에, 자원봉사자들이 밖으로 혼자 나가는 것을 금지했다. 여기서 할 수 있는 일은 다 해봐야 하지 않겠는가.[CRLF]
1NO4000092	신종 전염병이 "사회적 질병"? 이것은 신종 전염병이 지독한 전염성을 가지고 있어서 아래와 같은 사회 활동에서 쉽게 감염될 수 있다는 뜻입니다.
1NO4000100	세부 항목 - 포인트 룩아웃 측량 탐사
1NO4000101	로취, 마틴 J.[CRLF]
1NO4000102	로취 박사 - [CRLF]
1NO4000103	바이쉬사를 대표해서, 이 제의를 받아들인 것에 대해 감사합니다. 당신은 지질학 총책임자 캐롤라인 사인더스를 돕는 연구보조자로 일하게 될 겁니다. 습지 굴착에 관한 경험으로 보아 그녀가 적임자지요. 그리고 사인더스는 학문적 파벌에 대해 자유로운 입장입니다.[CRLF]
1NO4000104	우리는 최근에 와서야 비로소 이 지역을 굴착해볼 수 있었습니다. 남북 전쟁 때 대량으로 매장한 지점에서 토양이 우리가 목적한 바에 맞도록 적절하게 만들어졌으리라고 생각합니다. 이점이 바로 우리가 사인더스의 자유로운 성향에 대해 깊이 고려한 까닭이기도 합니다.[CRLF]
1NO4000105	당신이 일차적으로 맡아야할 일은 사인더스가 포인트 룩아웃의 유혈의 역사와 천연 가스 자원의 그 풍부한 매장량 사이의 연관성을 발견하지 못하도록 막는 것입니다. 청색 프로토콜 명령은 당신의 재량에 맡기겠습니다. 사인더스가 자원 활용을 막는 상황은 무슨 대가를 치루더라도 막아야합니다.[CRLF]
1NO4000106	청색 프로#%콜 명령
1NO4000107	즉각적으로 실>>행
1NO4000108	[|///]
1NO4000109	[우리는 사인더스가 학문적인 접근을 했다고 @(다. 유선 통신 기록 ^^^^^^ 사인더스는 알칼리성의 농도를 부패정도와 연관지어 #$(*하기 시작했다. 청색 프로토콜 명령을 실행하라. 증거를 남기지 마라.]
1NO4000110	[]
1NO4000111	[반복재생: &#}} 프로토콜 명령(Code &#}} 프로토콜)을 실행하라][CRLF]
1NO4000112	MEMLEAK HD00AX[CRLF]
1NO4000113	마이클슨,[CRLF]
1NO4000114	난 이 건물이 해저의 엄청난 압력까지도 견뎌낼 수 있게끔 설계된 걸로 알고 있습니다. 그런데, 최근 들어 최초 실험의 완전성에 대해 걱정이 되는군요. 내 조수가 건물의 균열을 여럿 발견했기 때문이지요. 왜 생긴 건지 이유도 알 수 없고요. 그것들 때문에 신경도 몹시 쓰입니다. 그러니 확실히 말하겠습니다. 그에 대해 해명해 주십시오.[CRLF]
1NO4000115	시설 관리실에서 일하는 그롤만이 내게 장담하더군요. 펌프하고 압력 조절기가 연구실을 습기 없이 청결한 상태로 유지할 거라고 말이지요. 내장 배터리면 수백년은 유지될 거란 말도 합디다만, 이런 종류의 일에 대한 그의 이력으로 봤을 때 그롤만의 장담만으론 안심이 되질 않습니다. 당신이라면 적절한 자격을 갖춘 검사자를 찾을 거라 생각합니다. 연구실에 대한 독자적인 평가를 내릴 수 있는 그런 사람 말이지요. 외부에서 보증한 사람이라면 훨씬 마음 든든할 것 같습니다.[CRLF]
1NO4000117	스튜어트 박사[CRLF]
1NO4000118	7등급 연구원 전원에게,[CRLF]
1NO4000119	 여러분 중 상당수가 비번 중에 실험체와 대화를 나눈다는 사실 때문에 무척 신경이 쓰입니다. 임상용 실험체와 어떤 식으로든 사회적 관계를 맺으려는 시도는 연구소 규정 47조에 위배되는 사항입니다. 사회적 상호작용은 지성을 주입하는 데 있어서 방해물이며, 실험 과정이 종료된 후 수많은 잠재적 문제를 야기할 수 있기 때문입니다.[CRLF]
1NO4000120	따라서, 한번 더 공지하겠습니다. 절대 실험체에게 말하지 마십시오. 그리고 확실히 해 두기 바랍니다. 어떠한 마음 속 혼잣말이든 간에 실험 과정 안내서의 2장, 3장의 내용으로만 한정해서 하십시오. 쓸데없는 장난은 용서하지 않겠습니다.[CRLF]
1NO4000122	메모 : 전 직원에게[CRLF]
1NO4000123	다들 아시겠지만, 허가된 기록 전문가들만 마이크로필름 도서관에 접속할 수 있습니다. 현재 몇몇 기록이 행방불명이며, 저로선 그 기록들이 즉시 원위치에 돌아오기를 바라고 있습니다. 48시간 안에 온전히 돌아오기만 하면 아무것도 묻지 않겠습니다.[CRLF]
1NO4000124	정말입니다, 여러분. 자수하여 광명찾기 바랍니다. 여기서 해야 할 일이 있지 않습니까.[CRLF]
1NO4000126	수신자: 선임 연구원 로라 스튜어트
1NO4000127	발신자: 기록 보관 담당 아담 탐코[CRLF]
1NO4000128	스튜어트 박사님'[CRLF]
1NO4000129	귀찮게 해드려 죄송합니다만, 문제가 또 생겼습니다. 기록 48,51, 그리고 55가 사라졌습니다. 분명 다니엘슨하고 페루토 짓입니다. 틀림없어요. 그 두 놈은 항상 절 골탕먹이고 있습니다. 제가 사무실에서 얼마나 많은 보고서를 정리하는지 쥐뿔도 모르면서 말입니다. 정신 자세가 틀려먹은 놈들이에요. 이게 다 그 다니엘슨 놈의 삼촌이 칼버트 상원의원 딸하고 결혼한 탓에 생긴 일이란 거 박사님이나 저나 다 아는 내용입니다. 박사님이 손 좀 쓰실 수 없나요, 예? 저요, 이거 더이상 못 참습니다. 친척 빽 믿는 놈들 때문에 몸이 아플 지경이란 말입니다![CRLF]
1NO4000131	수신자 : 아담 탐고
1NO4000132	발신자 : 이름 없음.[CRLF]
1NO4000133	어이, 좆밥[CRLF]
1NO4000134	뭐? 사람들이 좀 노는 게 그렇게 싫어? 응? 그래, 우리가 진짜 재미있는 거 보여줄게. 너 일자리 찾겠다고 돌아다니는 꼬락서니 말야. 넌 사람 잘못 건드렸어, 새꺄![CRLF]
1NO4000135	 브레인봇 프로젝트를 완료했던 건 제너럴 아토믹 사였다. 그리고 그 제너럴 아토믹 사의 연구원들에게서 얻어낸 자료 덕분에, 우리는 두뇌의 부유 및 격리 기술을 완벽히 재현할 수 있었다. 이 두 기술이 브레인봇을 작동시키는 중요 요소이다.[CRLF]
1NO4000136	개선점 : 몇 가지 흥미로운 개선을 이루었다. 이전에는 불가능하다고 여겼던 효과들을 여럿 구현할 수 있게 되었는데, 이는 생의학 젤라틴의 구성물질을 조작함으로써 가능하다는 것이 밝혀졌다.[CRLF]
1NO4000137	 스튜어트 박사의 예상이 맞은 것 같다. 올바른 조건 하에서, 실험체는 정신 용량을 완전히 유지할 뿐만 아니라, 제한적인 이미지를 떠올리고, 심지어 다른 형태의 사고활동도 할 수 있었던 것이다. 이는 생의학 부유물질 안에서 정확한 조건을 이루었을 때 이루어졌다. (구성물질에 관한 세부사항은 연구기록 51, B 항을 참조할 것.) 여기에는 전장에서 획득한 공학기술에서부터 범죄 수사의 심문 기술에 이르기까지 다양한 응용 기술들과 매우 밀접한 관계를 맺고 있다.[CRLF]
1NO4000138	하지만, 제기해야 할 의문점이 있다. 생의학 젤라틴 부유물 안에서 수년간 고립 상태를 유지할 경우 틀림없이 심리적 이상을 일으킬 수 있다는 점이다. 일단 현재 연구의 밑그림 전체가 밝혀진다면, 추가 연구를 진행할 가치는 충분할 것이다.[CRLF]
1NO4000139	스튜어트 박사가 우리에게 전달했다. 연구가 아직 초기 상황인데도, 칼버트 상원의원이 연구 내용 전체를 보고받고 싶어한다는 것이다. 아마도 상원의원은 로봇 인지학 분야의 저명한 연구자인 자신의 형을 바로 이 연구소로 보낼 듯 하다. 우리 연구에 참가해서 보고서를 뽑아내기 위해서일 것이다.[CRLF]
