MOD0000001	천만에.
VNA0002633	다니엘 콘트레라스 하사[CRLF]HP:[%]
VNA0002680	정예 십인대장[CRLF]HP:[%]
VNA0002681	신입 십인대장[CRLF]HP:[%]
VNA0002700	누카럭[CRLF]HP:[%]
VNA0002719	빅 비어드[CRLF]HP:[%]
VNA0002720	리틀 비어드[CRLF]HP:[%]
VNA0002721	거리 행상인[CRLF]HP:[%]
VNA0002724	쿠퍼 하사관[CRLF]HP:[%]
VNA0002725	샤이엔[CRLF]HP:[%]
VNA0002727	카사도르[CRLF]HP:[%]
VNA0002729	데스클로 알파[CRLF]HP:[%]
VNA0002730	어린 데스클로[CRLF]HP:[%]
VNA0002731	어미 데스클로[CRLF]HP:[%]
VNA0002732	전투 아이봇[CRLF]HP:[%]
VNA0002733	진화된 켄타우로스[CRLF]HP:[%]
VNA0002734	플로터[CRLF]HP:[%]
VNA0002735	유충 플로터[CRLF]HP:[%]
VNA0002736	진화한 플로터[CRLF]HP:[%]
VNA0002738	단단한 미스터 것시[CRLF]HP:[%]
VNA0002739	단단한 센트리 봇[CRLF]HP:[%]
VNA0002741	꼬마 포자 운반체[CRLF]HP:[%]
VNA0002742	포자 운반체[CRLF]HP:[%]
VNA0002743	포자 운반체 브루트[CRLF]HP:[%]
VNA0002744	잔인한 포자 운반체[CRLF]HP:[%]
VNA0002771	맥콜름 홈즈[CRLF]HP:[%]
VNA0002772	토마스[CRLF]HP:[%]
VNA0002773	자칼린[CRLF]HP:[%]
VNA0002774	선셋 사르사파릴라 경비[CRLF]HP:[%]
VNA0002775	망가진 개인 조수[CRLF]HP:[%]
VNA0002776	미스터 제니터[CRLF]HP:[%]
VNA0002788	촘스 루이스[CRLF]HP:[%]
VNA0002791	재스 윌킨스[CRLF]HP:[%]
VNA0002792	멜리시아[CRLF]HP:[%]
VNA0002795	화염 전사 개미[CRLF]HP:[%]
VNA0002825	굴다리 시민[CRLF]HP:[%]
VNA0002827	어미 데스클로[CRLF]HP:[%]
VNA0002828	데스클로 알파 수컷[CRLF]HP:[%]
VNA0002830	채석장 인부[CRLF]HP:[%]
VNA0002853	미스터 하우스[CRLF]HP:[%]
VNA0002854	보안관 맥배인의 시체[CRLF]HP:[%]
VNA0002855	맥배인 부인의 시체[CRLF]HP:[%]
VNA0002857	프림 거주민[CRLF]HP:[%]
VNA0002865	다니엘 와이언드[CRLF]HP:[%]
VNA0002908	야생 구울 점프슈트[CRLF]HP:[%]
VNA0002909	강력한 발광 구울[CRLF]HP:[%]
VNA0002920	레이크럭 킹[CRLF]HP:[%]
VNA0002931	노예 사냥꾼[CRLF]HP:[%]
VNA0002957	탑스 매니저[CRLF]HP:[%]
VNA0002963	킁킁이[CRLF]HP:[%]
VNA0002977	미셸[CRLF]HP:[%]
VNA0002980	사무엘[CRLF]HP:[%]
VNA0002986	새끼 데스클로[CRLF]HP:[%]
VNA0002999	점쟁이[CRLF]HP:[%]
VNA0003001	알렉산더[CRLF]HP:[%]
VNA0003022	라울[CRLF]HP:[%]
VNA0003023	네일[CRLF]HP:[%]
VNA0003024	타비사[CRLF]HP:[%]
VNA0003117	거대 개미[CRLF]HP:[%]
VNA0003137	부머 요리사[CRLF]HP:[%]
VNA0003140	부머[CRLF]HP:[%]
VNA0003161	마크 II 포탑[CRLF]HP:[%]
VNA0003164	마크 IV 포탑[CRLF]HP:[%]
VNA0003186	가난한 여행자[CRLF]HP:[%]
VNA0003189	NCR 헌병[CRLF]HP:[%]
VNA0003193	무기상인[CRLF]HP:[%]
VNA0003194	조아라 바운서[CRLF]HP:[%]
VNA0003195	상인[CRLF]HP:[%]
VNA0003223	추종자 의사[CRLF]HP:[%]
VNA0003233	망가진 보호 로봇[CRLF]HP:[%]
VNA0003312	발광하는 경비 구울[CRLF]HP:[%]
VNA0003313	야생 경비 구울[CRLF]HP:[%]
VNA0003417	전설의 카사도르[CRLF]HP:[%]
VNA0003418	어린 카사도르[CRLF]HP:[%]
VNA0003427	섹스턴 이병[CRLF]HP:[%]
VNA0003604	정예 군단병[CRLF]HP:[%]
VNA0003627	오메르타 폭력배[CRLF]HP:[%]
VNA0003634	군단의 대장장이[CRLF]HP:[%]
VNA0003639	변장한 창녀[CRLF]HP:[%]
VNA0003705	시큐리트론 Mk II[CRLF]HP:[%]
VNA0003747	장님 루크[CRLF]HP:[%]
VNA0003748	깜찍한 질[CRLF]HP:[%]
VNA0003761	병원 경비[CRLF]HP:[%]
VNA0003838	이동식 안면 인식 스캐너[CRLF]HP:[%]
VNA0003839	중앙 로봇[CRLF]HP:[%]
VNA0004629	고모라 금고 경비[CRLF]HP:[%]
VNA0004635	접수원[CRLF]HP:[%]
VNA0004762	레인저 찬시[CRLF]HP:[%]
VNA0004922	나이트킨 저격수[CRLF]HP:[%]
VNA0005221	펌킨[CRLF]HP:[%]
VNA0005485	자칼 갱 멤버[CRLF]HP:[%]
VNA0005510	자칼 갱 지도자[CRLF]HP:[%]
VNA0005518	바이퍼 갱 두목[CRLF]HP:[%]
VNA0005535	베가스 외부지역 방어병[CRLF]HP:[%]
VNA0005576	바크 전갈[CRLF]HP:[%]
VNA0005586	거대 파리[CRLF]HP:[%]
VNA0005589	코요테 굴 어미[CRLF]HP:[%]
VNA0005596	어린 코요테[CRLF]HP:[%]
VNA0005602	커다란 개[CRLF]HP:[%]
VNA0005605	도그[CRLF]HP:[%]
VNA0005608	커다란 들개[CRLF]HP:[%]
VNA0005612	들개[CRLF]HP:[%]
VNA0005618	어린 겍코[CRLF]HP:[%]
VNA0005620	타이론[CRLF]HP:[%]
VNA0005622	거대 사마귀 유충[CRLF]HP:[%]
VNA0005628	새끼 거대한 쥐[CRLF]HP:[%]
VNA0005631	두더지쥐[CRLF]HP:[%]
VNA0005635	두더지쥐 새끼[CRLF]HP:[%]
VNA0005642	작은 방사능전갈[CRLF]HP:[%]
VNA0005651	센타우로스[CRLF]HP:[%]
VNA0005654	흉폭한 개[CRLF]HP:[%]
VNA0005663	겍코[CRLF]HP:[%]
VNA0005666	거대 사마귀[CRLF]HP:[%]
VNA0005672	어린 황금 겍코[CRLF]HP:[%]
VNA0005705	거대 여왕개미[CRLF]HP:[%]
VNA0005752	방랑 야생 구울[CRLF]HP:[%]
VNA0005754	발광 구울[CRLF]HP:[%]
VNA0005757	나이트킨 베이스[CRLF]HP:[%]
VNA0005777	칼라일 상클레어 3세[CRLF]HP:[%]
VNA0005797	워터 브라민[CRLF]HP:[%]
VNA0005806	전설의 화염 겍코[CRLF]HP:[%]
VNA0005807	전설의 나이트스토커[CRLF]HP:[%]
VNA0005808	전설의 데스클로[CRLF]HP:[%]
VNA0005850	NCR 하사관[CRLF]HP:[%]
VNA0005887	화염 개미[CRLF]HP:[%]
VNA0005903	볼프강의 짐 싣는 브라민[CRLF]HP:[%]
VNA0005904	하리스의 짐 싣는 브라민[CRLF]HP:[%]
VNA0005906	호프의 짐 싣는 브라민[CRLF]HP:[%]
VNA0005907	마이얼럭 킹[CRLF]HP:[%]
VNA0005926	NCR 베테랑 레인저[CRLF]HP:[%]
VNA0005937	사일러스[CRLF]HP:[%]
VNA0005941	난폭한 슈퍼 뮤턴트[CRLF]HP:[%]
VNA0005956	팔라딘 토드[CRLF]HP:[%]
VNA0005968	체어맨 접대원[CRLF]HP:[%]
VNA0005976	망가진 미스터 핸디[CRLF]HP:[%]
VNA0005990	마크 III 포탑[CRLF]HP:[%]
VNA0005991	마크 V 포탑[CRLF]HP:[%]
VNA0005998	여행 가이드[CRLF]HP:[%]
VNA0006000	엔클레이브 병사[CRLF]HP:[%]
VNA0006080	미스터 핸디[CRLF]HP:[%]
VNA0006121	노튼[CRLF]HP:[%]
VNA0006146	제임스 슈 대령[CRLF]HP:[%]
VNA0006147	캐리 보이드 중위[CRLF]HP:[%]
VNA0006148	로널드 커티스 대위[CRLF]HP:[%]
VNA0006171	에제키엘[CRLF]HP:[%]
VNA0006177	볼트-텍 녹음 스피커[CRLF]HP:[%]
VNA0006178	볼트 11 생존자[CRLF]HP:[%]
VNA0006192	레일라[CRLF]HP:[%]
VNA0006206	외계인[CRLF]HP:[%]
VNA0006224	외계인 선장[CRLF]HP:[%]
VNA0006228	체어맨[CRLF]HP:[%]
VNA0006233	보디가드[CRLF]HP:[%]
VNA0006237	윌리엄 파버 상병[CRLF]HP:[%]
VNA0006238	토마스 힐던[CRLF]HP:[%]
VNA0006239	킬리[CRLF]HP:[%]
VNA0006240	크리스티나 모랄레스 이병[CRLF]HP:[%]
VNA0006243	미구엘[CRLF]HP:[%]
VNA0006280	건더슨 농장 일꾼[CRLF]HP:[%]
VNA0006283	야생 브라민[CRLF]HP:[%]
VNA0006299	전도사[CRLF]HP:[%]
VNA0006301	톰 둘리[CRLF]HP:[%]
VNA0006302	케빈 하그로브[CRLF]HP:[%]
VNA0006304	킹스 시체[CRLF]HP:[%]
VNA0006306	거지[CRLF]HP:[%]
VNA0006315	브라민 베치[CRLF]HP:[%]
VNA0006322	ED-E[CRLF]HP:[%]
VNA0006332	슈퍼 뮤턴트 베히모스[CRLF]HP:[%]
VNA0006408	무단 거주민[CRLF]HP:[%]
VNA0006437	환자[CRLF]HP:[%]
VNA0006574	미스터 핸디[CRLF]HP:[%]
VNA0006575	로이 고틀립[CRLF]HP:[%]
VNA0006584	핀드 시체[CRLF]HP:[%]
VNA0006675	예스맨[CRLF]HP:[%]
VNA0006697	크림슨 캐러밴 경비[CRLF]HP:[%]
VNA0006712	고모라 매춘부[CRLF]HP:[%]
VNA0006713	자넷[CRLF]HP:[%]
VNA0006755	신병 스탠튼[CRLF]HP:[%]
VNA0006816	어린 빅호너[CRLF]HP:[%]
VNA0006846	길리스 대위[CRLF]HP:[%]
VNA0006847	마클랜드 중위[CRLF]HP:[%]
VNA0006848	오스카 벨라스코[CRLF]HP:[%]
VNA0006849	난민[CRLF]HP:[%]
VNA0006957	서기 입슨[CRLF]HP:[%]
VNA0007080	피닉스의 아우렐리우스[CRLF]HP:[%]
VNA0007081	십인대장 세베루스[CRLF]HP:[%]
VNA0007082	협곡 도망자[CRLF]HP:[%]
VNA0007083	쿠르소르 루쿨루스[CRLF]HP:[%]
VNA0007350	하얀 장갑 접대원[CRLF]HP:[%]
VNA0007375	에실[CRLF]HP:[%]
VNA0007376	미트[CRLF]HP:[%]
VNA0007503	죽은 구울[CRLF]HP:[%]
VNA0007525	군단장 라니우스[CRLF]HP:[%]
VNA0007553	글로리아 반 그라프[CRLF]HP:[%]
VNA0007554	제임스 가렛[CRLF]HP:[%]
VNA0007555	칼렙 맥캐퍼리[CRLF]HP:[%]
VNA0007556	프랜신 가렛[CRLF]HP:[%]
VNA0007557	장-밥티스트 커팅[CRLF]HP:[%]
VNA0007558	줄리 파르카스[CRLF]HP:[%]
VNA0007559	썩은면상[CRLF]HP:[%]
VNA0007572	먼로 중위[CRLF]HP:[%]
VNA0007578	아이크[CRLF]HP:[%]
VNA0007579	보울더 시티 인부[CRLF]HP:[%]
VNA0007582	네로[CRLF]HP:[%]
VNA0007583	빅 살[CRLF]HP:[%]
VNA0007584	카치노[CRLF]HP:[%]
VNA0007585	조아나[CRLF]HP:[%]
VNA0007586	트로익[CRLF]HP:[%]
VNA0007588	클랜든[CRLF]HP:[%]
VNA0007589	리자 오말리[CRLF]HP:[%]
VNA0007590	엔젤[CRLF]HP:[%]
VNA0007644	스테판[CRLF]HP:[%]
VNA0007645	랄프[CRLF]HP:[%]
VNA0007646	믹[CRLF]HP:[%]
VNA0007647	킹[CRLF]HP:[%]
VNA0007648	엘리자베스 키런[CRLF]HP:[%]
VNA0007649	아케이드 개넌[CRLF]HP:[%]
VNA0007663	앨리스 맥래퍼티[CRLF]HP:[%]
VNA0007664	우사나기 박사[CRLF]HP:[%]
VNA0007698	아웃캐스트 로보브레인[CRLF]HP:[%]
VNA0007699	아웃캐스트 프로텍트론[CRLF]HP:[%]
VNA0007711	실패한 FEV 실험체[CRLF]HP:[%]
VNA0007744	짐 실은 브라민[CRLF]HP:[%]
VNA0007754	롤러[CRLF]HP:[%]
VNA0007755	웨스트사이드 시민[CRLF]HP:[%]
VNA0007760	십자가에 매달린 희생자[CRLF]HP:[%]
VNA0007766	돕슨[CRLF]HP:[%]
VNA0007771	노-박(No-Bark) 누난[CRLF]HP:[%]
VNA0007773	클리프[CRLF]HP:[%]
VNA0007800	십자가에 매달린 노예[CRLF]HP:[%]
VNA0007804	앨리스 맥브라이드[CRLF]HP:[%]
VNA0007816	실험맨[CRLF]HP:[%]
VNA0007827	공병대 상사 레예스[CRLF]HP:[%]
VNA0007846	메이어스[CRLF]HP:[%]
VNA0007847	에디[CRLF]HP:[%]
VNA0007848	스크램블러[CRLF]HP:[%]
VNA0007855	바쥬라[CRLF]HP:[%]
VNA0007856	콜밀로[CRLF]HP:[%]
VNA0007858	피엘[CRLF]HP:[%]
VNA0007859	대담함[CRLF]HP:[%]
VNA0007860	레이[CRLF]HP:[%]
VNA0007861	레이나[CRLF]HP:[%]
VNA0007877	뉴 베가스 시민[CRLF]HP:[%]
VNA0007892	마조리에[CRLF]HP:[%]
VNA0007893	몰티머[CRLF]HP:[%]
VNA0007894	필립[CRLF]HP:[%]
VNA0007895	찬시[CRLF]HP:[%]
VNA0007896	헥 겐더슨[CRLF]HP:[%]
VNA0007897	테드 건더슨[CRLF]HP:[%]
VNA0007913	추종자 의료 인턴[CRLF]HP:[%]
VNA0007914	아이작[CRLF]HP:[%]
VNA0007915	이베트[CRLF]HP:[%]
VNA0007930	헥터[CRLF]HP:[%]
VNA0007945	토키오[CRLF]HP:[%]
VNA0007987	손상된 미스터 핸디[CRLF]HP:[%]
VNA0007996	지니 메이 크로포드[CRLF]HP:[%]
VNA0008036	스콜피온 갱 멤버[CRLF]HP:[%]
VNA0008055	판매로봇[CRLF]HP:[%]
VNA0008067	노예[CRLF]HP:[%]
VNA0008083	노스 베가스 거주자[CRLF]HP:[%]
VNA0008089	크랜든[CRLF]HP:[%]
VNA0008090	호스테틀러 부인[CRLF]HP:[%]
VNA0008129	페이서[CRLF]HP:[%]
VNA0008236	고용 대기중인 보디가드[CRLF]HP:[%]
VNA0008240	사일러스[CRLF]HP:[%]
VNA0008243	워렌 제이콥스 하사관[CRLF]HP:[%]
VNA0008244	남자[CRLF]HP:[%]
VNA0008254	부랑자[CRLF]HP:[%]
VNA0008275	레인저 모랄레스[CRLF]HP:[%]
VNA0008285	포자 식물[CRLF]HP:[%]
VNA0008345	소작인[CRLF]HP:[%]
VNA0008358	미쳐버린 미스터 핸디[CRLF]HP:[%]
VNA0008362	노예 시체[CRLF]HP:[%]
VNA0008390	에이다 스트라우스 박사[CRLF]HP:[%]
VNA0008396	맥스[CRLF]HP:[%]
VNA0008397	스테이시[CRLF]HP:[%]
VNA0008415	애커맨 이병[CRLF]HP:[%]
VNA0008450	위대한 칸 무기 담당관[CRLF]HP:[%]
VNA0008460	엔클레이브 센트리봇[CRLF]HP:[%]
VNA0008469	미스터 홀드아웃[CRLF]HP:[%]
VNA0008477	카지노 경비[CRLF]HP:[%]
VNA0008520	카터[CRLF]HP:[%]
VNA0008527	썩은 브라민 시체[CRLF]HP:[%]
VNA0008528	앨리슨 발렌타인[CRLF]HP:[%]
VNA0008543	레인저 잭슨[CRLF]HP:[%]
VNA0008570	레인저 앤디[CRLF]HP:[%]
VNA0008573	탈론 컴퍼니 경비견[CRLF]HP:[%]
VNA0008621	도스[CRLF]HP:[%]
VNA0008638	브라이스 앤더슨[CRLF]HP:[%]
VNA0008639	모터-러너[CRLF]HP:[%]
VNA0008658	사모[CRLF]HP:[%]
VNA0008662	루페[CRLF]HP:[%]
VNA0008667	통신 장교 카스틸로[CRLF]HP:[%]
VNA0008706	딘 듀이[CRLF]HP:[%]
VNA0008717	길버트 이병[CRLF]HP:[%]
VNA0008755	엉클 레오[CRLF]HP:[%]
VNA0008772	개쉬본[CRLF]HP:[%]
VNA0008773	본그내쉬[CRLF]HP:[%]
VNA0008777	센 린[CRLF]HP:[%]
VNA0008789	레이디 제인[CRLF]HP:[%]
VNA0008790	산티아고[CRLF]HP:[%]
VNA0008791	그렉스[CRLF]HP:[%]
VNA0008806	아론 킴볼 대통령[CRLF]HP:[%]
VNA0008813	제레미 왓슨 이병[CRLF]HP:[%]
VNA0008814	마이크 로슨[CRLF]HP:[%]
VNA0008815	채석장 관리자 바든[CRLF]HP:[%]
VNA0008816	리 올리버 장군[CRLF]HP:[%]
VNA0008822	레인저 마일로[CRLF]HP:[%]
VNA0008823	알렉서스[CRLF]HP:[%]
VNA0008824	레놀즈 이병[CRLF]HP:[%]
VNA0008908	트렌트 배스컴[CRLF]HP:[%]
VNA0008922	로마노스키 중위[CRLF]HP:[%]
VNA0008925	폐품업자[CRLF]HP:[%]
VNA0008948	누카-콜라 경비[CRLF]HP:[%]
VNA0008963	보르[CRLF]HP:[%]
VNA0008964	망가진 센트리 봇[CRLF]HP:[%]
VNA0008994	웨더스 부인[CRLF]HP:[%]
VNA0009073	위대한 칸 전사[CRLF]HP:[%]
VNA0009094	피츠[CRLF]HP:[%]
VNA0009110	통신 장교 틸든[CRLF]HP:[%]
VNA0009162	앤더슨[CRLF]HP:[%]
VNA0009262	블레이크[CRLF]HP:[%]
VNA0009263	켈러[CRLF]HP:[%]
VNA0009276	조니[CRLF]HP:[%]
VNA0009320	블랙잭 딜러[CRLF]HP:[%]
VNA0009479	오염된 방사능 바퀴[CRLF]HP:[%]
VNA0009482	볼트 경비실장[CRLF]HP:[%]
VNA0009530	의문의 사나이[CRLF]HP:[%]
VNA0009589	볼트 경비원[CRLF]HP:[%]
VNA0009591	오버시어[CRLF]HP:[%]
VNA0009606	마이클 안젤로[CRLF]HP:[%]
VNA0009626	데니스 크로커 대사[CRLF]HP:[%]
VNA0009627	마리 파파스 대위[CRLF]HP:[%]
VNA0009628	제이크 어윈 이병[CRLF]HP:[%]
VNA0009643	리틀 버스터[CRLF]HP:[%]
VNA0009645	돈 호스테틀러[CRLF]HP:[%]
VNA0009648	안젤라 윌리엄스[CRLF]HP:[%]
VNA0009721	돌연변이 약탈자 개미[CRLF]HP:[%]
VNA0009747	부운[CRLF]HP:[%]
VNA0009902	여왕 방사능 전갈[CRLF]HP:[%]
VNA0009903	동굴 어미[CRLF]HP:[%]
VNA0009912	통신 장교 그린[CRLF]HP:[%]
VNA0009913	통신 장교 스테피낙[CRLF]HP:[%]
VNA0009915	잠자는 남자[CRLF]HP:[%]
VNA0009945	스웽크[CRLF]HP:[%]
VNA0009993	킹스 빠순이[CRLF]HP:[%]
VNA0009995	페리스[CRLF]HP:[%]
VNA0009996	웨인[CRLF]HP:[%]
VNA0009997	로이[CRLF]HP:[%]
VNA0010051	십자가에 매달린 군인[CRLF]HP:[%]
VNA0010061	오리온 모레노[CRLF]HP:[%]
VNA0010062	주다 크레거[CRLF]HP:[%]
VNA0010063	헨리 박사[CRLF]HP:[%]
VNA0010064	데이지 위트먼[CRLF]HP:[%]
VNA0010073	머피[CRLF]HP:[%]
VNA0010084	무단 거주민 빌[CRLF]HP:[%]
VNA0010094	켐프 박사[CRLF]HP:[%]
VNA0010102	오르테가 이병[CRLF]HP:[%]
VNA0010128	모[CRLF]HP:[%]
VNA0010132	볼트-텍 포탑[CRLF]HP:[%]
VNA0010139	건 러너 무기 장인[CRLF]HP:[%]
VNA0010167	볼트 기술자[CRLF]HP:[%]
VNA0010184	캐스[CRLF]HP:[%]
VNA0010254	크림슨 캐러밴 상인[CRLF]HP:[%]
VNA0010280	비자연스럽게 큰 설치류[CRLF]HP:[%]
VNA0010314	버티버드 조종사[CRLF]HP:[%]
VNA0010315	쓰레기[CRLF]HP:[%]
VNA0010317	영양실조 브라민[CRLF]HP:[%]
VNA0010318	영양실조 빅호너 송아지[CRLF]HP:[%]
VNA0010320	영양실조 빅호너[CRLF]HP:[%]
VNA0010321	영양실조 브라민 송아지[CRLF]HP:[%]
VNA0010347	매니 바르가스[CRLF]HP:[%]
VNA0010378	장님 데스클로[CRLF]HP:[%]
VNA0010396	데이즐[CRLF]HP:[%]
VNA0010417	RL-3 하사관[CRLF]HP:[%]
VNA0010475	게이븐[CRLF]HP:[%]
VNA0010489	레드 루시[CRLF]HP:[%]
VNA0010509	군단 백인대장[CRLF]HP:[%]
VNA0010514	데니스[CRLF]HP:[%]
VNA0010515	카터의 시체[CRLF]HP:[%]
VNA0010516	릭 랜서[CRLF]HP:[%]
VNA0010517	레이첼[CRLF]HP:[%]
VNA0010519	트로그[CRLF]HP:[%]
VNA0010528	난폭한 트로그[CRLF]HP:[%]
VNA0010530	잔인한 트로그[CRLF]HP:[%]
VNA0010531	박스카스[CRLF]HP:[%]
VNA0010532	올리버 스와닉[CRLF]HP:[%]
VNA0010539	미숙한 트로그[CRLF]HP:[%]
VNA0010586	브라더후드 오브 스틸 경비견[CRLF]HP:[%]
VNA0010588	NCR 교도소 경비견[CRLF]HP:[%]
VNA0010596	침략자 개미[CRLF]HP:[%]
VNA0010694	다니엘[CRLF]HP:[%]
VNA0010713	기름쟁이 조니[CRLF]HP:[%]
VNA0010714	기름쟁이[CRLF]HP:[%]
VNA0010765	행운의 여사[CRLF]HP:[%]
VNA0010804	다트리 소령[CRLF]HP:[%]
VNA0010805	스털링 상병[CRLF]HP:[%]
VNA0010806	비터-루트 하사관[CRLF]HP:[%]
VNA0010807	벳시 상병[CRLF]HP:[%]
VNA0010809	바이올렛[CRLF]HP:[%]
VNA0010810	고로베츠 중위[CRLF]HP:[%]
VNA0010811	드라이버 네피[CRLF]HP:[%]
VNA0010812	쿡-쿡[CRLF]HP:[%]
VNA0010813	미친 경비견[CRLF]HP:[%]
VNA0010814	미친 브라민[CRLF]HP:[%]
VNA0010816	퀴니[CRLF]HP:[%]
VNA0010822	조롱박[CRLF]HP:[%]
VNA0010834	소우본즈 박사[CRLF]HP:[%]
VNA0010930	오리스[CRLF]HP:[%]
VNA0010999	사냥꾼[CRLF]HP:[%]
VNA0011084	마르코[CRLF]HP:[%]
VNA0011085	지미[CRLF]HP:[%]
VNA0011086	마우드[CRLF]HP:[%]
VNA0011087	스위티[CRLF]HP:[%]
VNA0011088	예쁜이 사라[CRLF]HP:[%]
VNA0011109	앤디 스캡[CRLF]HP:[%]
VNA0011110	앨리스 호스테틀러[CRLF]HP:[%]
VNA0011133	케니 웨더스[CRLF]HP:[%]
VNA0011134	새미 웨더스[CRLF]HP:[%]
VNA0011146	토미 토리니[CRLF]HP:[%]
VNA0011168	제이 반스[CRLF]HP:[%]
VNA0011170	사라[CRLF]HP:[%]
VNA0011180	거대 진화 켄타우로스[CRLF]HP:[%]
VNA0011226	뉴 베가스 거주자[CRLF]HP:[%]
VNA0011234	크루소[CRLF]HP:[%]
VNA0011238	암살자[CRLF]HP:[%]
VNA0011271	마릴린[CRLF]HP:[%]
VNA0011272	제인[CRLF]HP:[%]
VNA0011281	제인의 브라민[CRLF]HP:[%]
VNA0011282	통신 장교 스케퍼[CRLF]HP:[%]
VNA0011283	통신 장교 렌크[CRLF]HP:[%]
VNA0011371	일기 예보관 경비[CRLF]HP:[%]
VNA0011389	킬본 하사관[CRLF]HP:[%]
VNA0011424	앤드류 하사관[CRLF]HP:[%]
VNA0011425	레인저 스텔라[CRLF]HP:[%]
VNA0011435	레인저 그런트[CRLF]HP:[%]
VNA0011506	해니건[CRLF]HP:[%]
VNA0011580	제이콥 호프[CRLF]HP:[%]
VNA0011581	빌 론트[CRLF]HP:[%]
VNA0011621	불 탄 시체[CRLF]HP:[%]
VNA0011639	레인저 스티븐[CRLF]HP:[%]
VNA0011665	바튼 쏜[CRLF]HP:[%]
VNA0011713	딕슨[CRLF]HP:[%]
VNA0011748	비글[CRLF]HP:[%]
VNA0011755	웨스트사이드 거주민[CRLF]HP:[%]
VNA0011897	데이비 크렌쇼 이병[CRLF]HP:[%]
VNA0011944	수석 웨이터[CRLF]HP:[%]
VNA0011949	반 그라프 용병[CRLF]HP:[%]
VNA0011992	어린이[CRLF]HP:[%]
VNA0012006	미식가' 식량 공급자[CRLF]HP:[%]
VNA0012010	울트라 럭스 교환원[CRLF]HP:[%]
VNA0012022	파커[CRLF]HP:[%]
VNA0012023	버트 거너슨[CRLF]HP:[%]
VNA0012024	키스[CRLF]HP:[%]
VNA0012025	프랭크 웨더스[CRLF]HP:[%]
VNA0012026	클라마스 밥[CRLF]HP:[%]
VNA0012027	빌리 베티스[CRLF]HP:[%]
VNA0012028	파블로 밀러[CRLF]HP:[%]
VNA0012029	졸라 짱쎈놈[CRLF]HP:[%]
VNA0012034	교환원[CRLF]HP:[%]
VNA0012124	에이프릴 마트타이머[CRLF]HP:[%]
VNA0012159	더모[CRLF]HP:[%]
VNA0012160	노박 주민[CRLF]HP:[%]
VNA0012161	세인트 제임스[CRLF]HP:[%]
VNA0012235	황무지 모험가[CRLF]HP:[%]
VNA0012288	렉스[CRLF]HP:[%]
VNA0012355	에밀리 오탈[CRLF]HP:[%]
VNA0012367	더스티 맥브라이드[CRLF]HP:[%]
VNA0012454	보디가드[CRLF]HP:[%]
VNA0012461	올드 벤[CRLF]HP:[%]
VNA0012471	세지오[CRLF]HP:[%]
VNA0012486	문지기 시큐리트론[CRLF]HP:[%]
VNA0012502	아토믹 랭글러 경비[CRLF]HP:[%]
VNA0012522	경비병[CRLF]HP:[%]
VNA0012537	호위[CRLF]HP:[%]
VNA0012569	팔라딘 사토[CRLF]HP:[%]
VNA0012610	군단 문지기[CRLF]HP:[%]
VNA0012638	웨스트사이드 시민군[CRLF]HP:[%]
VNA0012648	레인저 고메즈[CRLF]HP:[%]
VNA0012649	루리아 박사[CRLF]HP:[%]
VNA0012650	베테랑 아티쿠스[CRLF]HP:[%]
VNA0012669	미스터 것시 프로토타입[CRLF]HP:[%]
VNA0012702	모건 블레이크[CRLF]HP:[%]
VNA0012754	알바네즈 박사[CRLF]HP:[%]
VNA0012773	NCR 저격수[CRLF]HP:[%]
VNA0012826	알레리오[CRLF]HP:[%]
VNA0012893	마커스[CRLF]HP:[%]
VNA0012896	일꾼 화염 개미[CRLF]HP:[%]
VNA0012897	화염 병정 개미[CRLF]HP:[%]
VNA0012907	월터 혼스비 상병[CRLF]HP:[%]
VNA0012918	존슨 내쉬[CRLF]HP:[%]
VNA0012921	코왈스키 이병[CRLF]HP:[%]
VNA0012931	에티엔[CRLF]HP:[%]
VNA0013014	나이트킨 간수[CRLF]HP:[%]
VNA0013034	나이트킨 마스터[CRLF]HP:[%]
VNA0013043	공장 프로텍트론[CRLF]HP:[%]
VNA0013209	부머 교사[CRLF]HP:[%]
VNA0013240	웨스트사이드 양아치[CRLF]HP:[%]
VNA0013283	레인저 라인홈[CRLF]HP:[%]
VNA0013369	거대 사마귀 암컷[CRLF]HP:[%]
VNA0013454	코요테 굴 어미[CRLF]HP:[%]
VNA0013695	변장한 프루멘타리우스[CRLF]HP:[%]
VNA0013740	마이얼럭 헌터[CRLF]HP:[%]
VNA0013741	레이더 경비견[CRLF]HP:[%]
VNA0013752	젠슨 이병[CRLF]HP:[%]
VNA0013792	레인저 "유령"[CRLF]HP:[%]
VNA0013793	나이트 소령[CRLF]HP:[%]
VNA0013795	레이시[CRLF]HP:[%]
VNA0013801	부머 탄약 관리병[CRLF]HP:[%]
VNA0013860	엔클레이브 장교[CRLF]HP:[%]
VNA0013892	풕스[CRLF]HP:[%]
VNA0013896	NCR 베테랑 레인저 대대장[CRLF]HP:[%]
VNA0013903	캘러미티[CRLF]HP:[%]
VNA0013904	릴리[CRLF]HP:[%]
VNA0013960	브라더후드 정찰병[CRLF]HP:[%]
VNA0014061	훌리건[CRLF]HP:[%]
VNA0014065	강도[CRLF]HP:[%]
VNA0014071	진저[CRLF]HP:[%]
VNA0014076	피트[CRLF]HP:[%]
